"소재지","품목","재배면적.제곱미터.","시도","시도전체면적","시도전채생산량","위도","경도","연도","지점코드","평균습도","토양수분","평균기온","평균지면온도","소재지별생산량"
"전라남도 해남군","배추",645,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.40760473457676
"전라남도 해남군","배추",2500,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,20.9597082735533
"전라남도 해남군","배추",2050,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,17.1869607843137
"전라남도 해남군","배추",5500,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,46.1113582018173
"전라남도 해남군","배추",3500,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,29.3435915829746
"전라남도 해남군","배추",400,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,3.35355332376853
"전라남도 해남군","배추",141,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,1.18212754662841
"전라남도 해남군","배추",1389,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,11.6452139167862
"전라남도 해남군","배추",1438,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.0560241989479
"전라남도 해남군","배추",1265,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.605612386418
"전라남도 해남군","배추",2218,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,18.5954531802965
"전라남도 해남군","배추",1200,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.0606599713056
"전라남도 해남군","배추",1603,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,13.4393649450024
"전라남도 해남군","배추",529,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,4.43507427068388
"전라남도 해남군","배추",554,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,4.64467135341942
"전라남도 해남군","배추",1560,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,13.0788579626973
"전라남도 해남군","배추",1564,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,13.112393495935
"전라남도 해남군","배추",2843,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,23.8353802486848
"전라남도 해남군","배추",664,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.56689851745576
"전라남도 해남군","배추",102,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,0.855156097560976
"전라남도 해남군","배추",1131,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,9.48217202295552
"전라남도 해남군","배추",9900,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,83.0004447632712
"전라남도 해남군","배추",5127,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,42.9841697274032
"전라남도 해남군","배추",10048,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,84.2412594930655
"전라남도 해남군","배추",1300,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.8990483022477
"전라남도 해남군","배추",584,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,4.89618785270206
"전라남도 해남군","배추",794,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,6.65680334768054
"전라남도 해남군","배추",2969,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,24.8917495456719
"전라남도 해남군","배추",3642,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,30.5341030129125
"전라남도 해남군","배추",1676,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,14.0513884265901
"전라남도 해남군","배추",1999,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.7593827355332
"전라남도 해남군","배추",1000,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,8.38388330942133
"전라남도 해남군","배추",3000,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,25.151649928264
"전라남도 해남군","배추",2010,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.8516054519369
"전라남도 해남군","배추",1458,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.2237018651363
"전라남도 해남군","배추",2107,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,17.6648421329507
"전라남도 해남군","배추",469,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,3.9320412721186
"전라남도 해남군","배추",621,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.20639153515065
"전라남도 해남군","배추",734,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,6.15377034911526
"전라남도 해남군","배추",696,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.83518278335725
"전라남도 해남군","배추",793,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,6.64841946437111
"전라남도 해남군","배추",1720,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,14.4202792922047
"전라남도 해남군","배추",2000,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.7677666188427
"전라남도 해남군","배추",2334,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,19.5679836441894
"경상북도 영양군","배추",1593,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,10.6683297527473
"경상북도 영양군","배추",873,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,5.8464857967033
"경상북도 영양군","배추",1838,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,12.3090960989011
"경상북도 영양군","배추",1395,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,9.34232266483516
"경상북도 영양군","배추",651,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,4.35975057692308
"경상북도 영양군","배추",28,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,0.187516153846154
"경상북도 영양군","배추",2990,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,20.0240464285714
"경상북도 영양군","배추",2284,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,15.2959605494505
"경상북도 영양군","배추",3362,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,22.5153324725275
"경상북도 영양군","배추",2158,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,14.4521378571429
"경상북도 영양군","배추",1506,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,10.0856902747253
"경상북도 영양군","배추",1008,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,6.75058153846154
"경상북도 영양군","배추",1342,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,8.98738137362637
"경상북도 영양군","배추",3505,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,23.4730042582418
"경상북도 영양군","배추",6089,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,40.778066456044
"경상북도 영양군","배추",1696,"경상북도",36400000,243771,36.6667028574142,129.112510246081,2022,972,71.6623931623932,28.1385281385281,18.4952991452991,21.407264957265,11.3581213186813
"충청북도 충주시","배추",1585,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,11.4864872466806
"충청북도 충주시","배추",882,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.39184968553459
"충청북도 충주시","배추",1290,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.34862368972746
"충청북도 충주시","배추",3453,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,25.0238741090147
"충청북도 충주시","배추",18182,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,131.764865059399
"충청북도 충주시","배추",1485,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,10.7617877358491
"충청북도 충주시","배추",874,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.33387372466806
"충청북도 충주시","배추",614,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,4.44965499650594
"충청북도 충주시","배추",6605,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,47.8664026904263
"충청북도 충주시","배추",1560,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,11.3053123689727
"충청북도 충주시","배추",1002,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.2614890985325
"충청북도 충주시","배추",2547,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,18.4580965408805
"충청북도 충주시","배추",1099,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.96444762403913
"충청북도 충주시","배추",2197,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,15.92164825297
"충청북도 충주시","배추",3150,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,22.828034591195
"충청북도 충주시","배추",2958,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,21.4366115303983
"충청북도 충주시","배추",856,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.20342781271838
"충청북도 충주시","배추",4387,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,31.7925675401817
"충청북도 충주시","배추",182,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,1.31895310971349
"충청북도 충주시","배추",962,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.97160929419986
"충청북도 충주시","배추",1369,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.92113630328442
"충청북도 충주시","배추",1078,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.8122607267645
"충청북도 충주시","배추",2645,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,19.1683020614955
"충청북도 충주시","배추",1276,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.24716575821104
"충청북도 충주시","배추",1421,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,10.2979800489168
"충청북도 충주시","배추",1202,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,8.71088812019567
"충청북도 충주시","배추",1182,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,8.56594821802935
"충청북도 충주시","배추",243,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,1.76101981132075
"충청북도 충주시","배추",578,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,4.18876317260657
"충청북도 충주시","배추",1663,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,12.0517528651293
"충청북도 충주시","배추",1279,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.26890674353599
"충청북도 충주시","배추",744,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,5.391764360587
"충청북도 충주시","배추",433,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,3.13794888190077
"충청북도 충주시","배추",1343,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.7327144304682
"충청북도 충주시","배추",837,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.06573490566038
"충청북도 충주시","배추",1418,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,10.2762390635919
"충청북도 충주시","배추",1187,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,8.60218319357093
"충청북도 충주시","배추",2195,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,15.9071542627533
"충청북도 충주시","배추",1041,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.54412190775681
"충청북도 충주시","배추",989,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.16727816212439
"충청북도 충주시","배추",1919,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,13.9069836128581
"충청북도 충주시","배추",1923,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,13.9359715932914
"충청북도 충주시","배추",2912,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,21.1032497554158
"충청북도 충주시","배추",3196,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,23.1613963661775
"충청북도 충주시","배추",2618,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,18.9726331935709
"충청북도 충주시","배추",2721,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,19.7190736897275
"충청북도 충주시","배추",5098,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,36.9451810621943
"충청북도 충주시","배추",1623,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,11.7618730607966
"충청북도 충주시","배추",1101,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.97894161425577
"충청북도 충주시","배추",2099,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,15.211442732355
"충청북도 충주시","배추",1320,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.56603354297694
"충청북도 충주시","배추",2622,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,19.0016211740042
"충청북도 충주시","배추",701,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,5.08014357092942
"충청북도 충주시","배추",1737,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,12.5880305031447
"충청북도 충주시","배추",1130,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,8.18910447239693
"충청북도 충주시","배추",2158,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,15.6390154437456
"충청북도 충주시","배추",1417,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,10.2689920684836
"충청북도 충주시","배추",692,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,5.01492061495458
"충청북도 충주시","배추",1371,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.93563029350105
"충청북도 충주시","배추",2152,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,15.5955334730957
"충청북도 충주시","배추",1963,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,14.225851397624
"충청북도 충주시","배추",2922,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,21.175719706499
"충청북도 충주시","배추",1522,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,11.0299265548567
"충청북도 충주시","배추",875,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.34112071977638
"충청북도 충주시","배추",320,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,2.31903843466108
"충청북도 충주시","배추",1416,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,10.2617450733753
"충청북도 충주시","배추",1346,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.75445541579315
"충청북도 충주시","배추",1341,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.71822044025157
"충청북도 충주시","배추",1871,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,13.559127847659
"충청북도 충주시","배추",4064,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,29.4517881201957
"충청북도 충주시","배추",1849,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,13.399693955276
"충청북도 충주시","배추",1523,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,11.0371735499651
"충청북도 충주시","배추",863,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.25415677847659
"충청북도 충주시","배추",833,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.03674692522711
"충청북도 충주시","배추",1643,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,11.906812962963
"충청북도 충주시","배추",662,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,4.7975107617051
"충청북도 충주시","배추",1332,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,9.65299748427673
"충청북도 충주시","배추",942,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,6.82666939203354
"충청북도 충주시","배추",7969,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,57.7513040181691
"충청북도 충주시","배추",1762,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,12.7692053808526
"충청북도 충주시","배추",2959,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,21.4438585255066
"충청북도 충주시","배추",4919,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,35.6479689378057
"충청북도 충주시","배추",2906,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,21.0597677847659
"충청북도 충주시","배추",1798,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,13.0300972047519
"충청북도 충주시","배추",3330,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,24.1324937106918
"충청북도 충주시","배추",387,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,2.80458710691824
"충청북도 충주시","배추",2742,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,19.8712605870021
"충청북도 충주시","배추",1697,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,12.298150698812
"충청북도 충주시","배추",1088,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.88473067784766
"충청북도 충주시","배추",1014,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,7.34845303983229
"충청북도 충주시","배추",2339,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,16.9507215583508
"충청북도 충주시","배추",212,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,1.53636296296296
"충청북도 충주시","배추",2396,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,17.3638002795248
"충청북도 충주시","배추",3486,"충청북도",28620000,207409,36.9910490160221,127.925961035784,2022,977,76.3021276595745,19.2382978723404,18.9455319148936,22.1148936170213,25.2630249475891
"전라남도 해남군","배추",500,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,4.19194165471067
"전라남도 해남군","배추",1402,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,11.7542043998087
"전라남도 해남군","배추",1230,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.3121764705882
