지점,지점명,일시,1.5M 평균 습도(%),10CM 일 토양수분(%),1.5M 평균 기온(°C),평균 지면온도(°C)
258,보성군(농),2021-09-21,87,50,23.2,24.4
258,보성군(농),2021-09-22,81,50,23.9,25.2
258,보성군(농),2021-09-23,69,50,22.5,23.5
258,보성군(농),2021-09-24,78,50,20.5,22.7
258,보성군(농),2021-09-25,78,50,21.8,22.5
258,보성군(농),2021-09-26,75,50,22,22.3
258,보성군(농),2021-09-27,76,50,22,24.1
258,보성군(농),2021-09-28,82,50,22.2,23.6
258,보성군(농),2021-09-29,94,50,23,24.2
258,보성군(농),2021-09-30,91,50,22.4,25
258,보성군(농),2021-10-01,86,50,21.8,24
258,보성군(농),2021-10-02,81,50,21.9,23.6
258,보성군(농),2021-10-03,87,50,22.3,23.5
258,보성군(농),2021-10-04,85,50,24.1,24.9
258,보성군(농),2021-10-05,86,50,22.6,24.9
258,보성군(농),2021-10-06,87,50,22,24.5
258,보성군(농),2021-10-07,85,48,21.9,23.9
258,보성군(농),2021-10-08,86,48,22.5,24.3
258,보성군(농),2021-10-09,83,48,23.1,25.2
258,보성군(농),2021-10-10,90,48,23.2,24.7
258,보성군(농),2021-10-11,94,48,18.9,21
258,보성군(농),2021-10-12,84,48,19,20
258,보성군(농),2021-10-13,77,48,20.6,21.6
258,보성군(농),2021-10-14,78,48,21.9,22.6
258,보성군(농),2021-10-15,73,48,21.3,21.7
258,보성군(농),2021-10-16,62,48,14.8,16.2
258,보성군(농),2021-10-17,43,48,8.9,11.8
258,보성군(농),2021-10-18,62,48,9.6,13.2
258,보성군(농),2021-10-19,72,48,12,12.8
258,보성군(농),2021-10-20,59,48,11.4,12.7
258,보성군(농),2021-10-21,65,48,12.5,13.8
258,보성군(농),2021-10-22,52,48,12.8,12.4
258,보성군(농),2021-10-23,63,48,12.3,13.3
258,보성군(농),2021-10-24,77,48,11.6,13.9
258,보성군(농),2021-10-25,66,48,13.7,14.2
258,보성군(농),2021-10-26,69,48,13,14
258,보성군(농),2021-10-27,65,48,15.4,14.5
258,보성군(농),2021-10-28,56,48,14.1,13.9
258,보성군(농),2021-10-29,73,48,12.9,14
258,보성군(농),2021-10-30,81,48,12.9,13.1
702,익산,2021-03-01,94,21,10.6,9.5
702,익산,2021-03-02,78,31,3.9,6
702,익산,2021-03-03,69,29,4.1,3.6
702,익산,2021-03-04,79,29,6.7,5.5
702,익산,2021-03-05,83,31,7.4,8.3
702,익산,2021-03-06,85,30,7.4,8.8
702,익산,2021-03-07,73,29,7.7,8.7
702,익산,2021-03-08,73,28,7.1,9
702,익산,2021-03-09,72,28,6.2,7.1
702,익산,2021-03-10,70,27,7.1,6.8
702,익산,2021-03-11,66,26,9.7,9.4
702,익산,2021-03-12,90,34,8.8,8.2
702,익산,2021-03-13,81,31,7.7,9.9
702,익산,2021-03-14,82,29,7.4,9.4
702,익산,2021-03-15,75,29,10.1,10.7
702,익산,2021-03-16,69,30,9.7,12.6
702,익산,2021-03-17,70,28,6.3,8.3
702,익산,2021-03-18,66,27,8.9,10.6
702,익산,2021-03-19,59,27,12,12.6
702,익산,2021-03-20,92,29,8.8,8.9
702,익산,2021-03-21,67,29,6.4,7.6
702,익산,2021-03-22,65,27,5.9,8.3
702,익산,2021-03-23,72,26,8.1,9.6
702,익산,2021-03-24,64,25,9.6,10.9
702,익산,2021-03-25,74,24,10.2,14.8
702,익산,2021-03-26,69,23,11.6,16.1
702,익산,2021-03-27,82,22,13.3,11.6
702,익산,2021-03-28,97,32,9.5,10.1
702,익산,2021-03-29,70,30,11.3,13.1
702,익산,2021-03-30,64,29,11.2,12.8
702,익산,2021-03-31,60,27,11.6,13.5
702,익산,2021-04-01,46,26,15.6,16
702,익산,2021-04-02,44,23,18.3,17.9
702,익산,2021-04-03,83,21,16.6,15.3
702,익산,2021-04-04,88,31,11.4,12.8
702,익산,2021-04-05,67,29,10.4,12.6
702,익산,2021-04-06,67,27,10.7,14.5
702,익산,2021-04-07,68,25,11.3,14.5
702,익산,2021-04-08,63,24,10.5,15.4
702,익산,2021-04-09,61,22,10.9,15
702,익산,2021-04-10,67,21,11.6,16
702,익산,2021-04-11,62,20,14.3,19
702,익산,2021-04-12,83,19,13.4,12.8
702,익산,2021-04-13,81,32,10,14.8
702,익산,2021-04-14,63,28,7.4,11.8
702,익산,2021-04-15,65,26,9.2,11.9
702,익산,2021-04-16,80,26,11.2,10.8
702,익산,2021-04-17,68,26,9.5,11.8
702,익산,2021-04-18,65,24,10.1,12.8
702,익산,2021-04-19,67,22,11,13.4
702,익산,2021-04-20,61,21,13.2,15
702,익산,2021-04-21,52,20,17.7,17.7
702,익산,2021-04-22,39,19,20.5,18.4
702,익산,2021-04-23,37,18,20.7,21.2
702,익산,2021-04-24,40,17,18.3,22.2
702,익산,2021-04-25,62,16,16.9,20.7
702,익산,2021-04-26,55,15,16.4,21.7
702,익산,2021-04-27,63,14,15.5,19.7
702,익산,2021-04-28,,14,,
702,익산,2021-04-29,64,14,16,21
702,익산,2021-04-30,73,15,12.7,16.1
702,익산,2021-05-01,78,15,10.8,11.7
702,익산,2021-05-02,73,14,11.4,13.6
702,익산,2021-05-03,67,14,13.7,17.4
702,익산,2021-05-04,79,14,17.2,17.2
702,익산,2021-05-05,69,22,13.7,18.9
702,익산,2021-05-06,57,18,14.5,17.6
702,익산,2021-05-07,62,17,14.3,17.4
702,익산,2021-05-08,67,16,15.3,20.4
702,익산,2021-05-09,62,15,14.9,21.9
702,익산,2021-05-10,81,15,13.2,11.6
702,익산,2021-05-11,83,32,16.5,16.2
702,익산,2021-05-12,58,28,20.1,20.9
702,익산,2021-05-13,71,25,20.7,24.5
702,익산,2021-05-14,74,23,21.3,24.6
702,익산,2021-05-15,87,23,22.4,23
702,익산,2021-05-16,97,29,21.1,20.9
702,익산,2021-05-17,95,28,15.5,17
702,익산,2021-05-18,84,27,17.6,19.7
702,익산,2021-05-19,74,25,19.4,23
702,익산,2021-05-20,88,23,17.2,17.9
702,익산,2021-05-21,85,26,15.8,17.1
702,익산,2021-05-22,76,25,18.3,22.5
702,익산,2021-05-23,72,23,19.7,21.5
702,익산,2021-05-24,72,21,18.7,24.2
702,익산,2021-05-25,76,19,15.8,19.1
702,익산,2021-05-26,62,18,18.4,17.6
702,익산,2021-05-27,87,18,15.7,18.1
702,익산,2021-05-28,81,18,16.6,19.1
702,익산,2021-05-29,71,26,17.9,22.3
702,익산,2021-05-30,67,24,20.5,25.1
702,익산,2021-05-31,66,29,20.7,22.6
702,익산,2021-06-01,65,25,21.5,24.5
702,익산,2021-06-02,58,22,24.6,27
702,익산,2021-06-03,92,20,18.8,18.6
702,익산,2021-06-04,73,27,18.4,22.5
702,익산,2021-06-05,77,24,20.7,23.4
702,익산,2021-06-06,70,22,22.2,26.4
702,익산,2021-06-07,65,19,22.9,26.6
702,익산,2021-06-08,71,18,24.1,29.1
702,익산,2021-06-09,69,16,26.1,31.9
702,익산,2021-06-10,71,15,24.6,27.3
702,익산,2021-06-11,86,28,22.7,25.3
702,익산,2021-06-12,80,25,23.7,27.3
702,익산,2021-06-13,88,22,21.2,25.9
702,익산,2021-06-14,87,20,22.2,24.9
702,익산,2021-06-15,91,18,21.5,21.7
702,익산,2021-06-16,65,21,24.1,23.4
702,익산,2021-06-17,83,18,21.7,22
702,익산,2021-06-18,92,22,21.3,22.8
702,익산,2021-06-19,79,21,22.1,27.3
702,익산,2021-06-20,69,19,23.8,28.8
702,익산,2021-06-21,72,16,23.6,30
702,익산,2021-06-22,75,14,22.9,26.4
702,익산,2021-06-23,81,13,22.5,25
702,익산,2021-06-24,79,13,22.5,25.7
702,익산,2021-06-25,74,13,23.9,31.2
702,익산,2021-06-26,79,26,23.5,25.7
702,익산,2021-06-27,75,23,24.6,29.2
702,익산,2021-06-28,87,20,23.6,25.4
702,익산,2021-06-29,82,19,24.1,28.8
702,익산,2021-06-30,79,16,25,30.7
702,익산,2021-07-01,75,15,26.4,32.3
702,익산,2021-07-02,76,13,26.7,30.8
702,익산,2021-07-03,88,13,23.9,24
702,익산,2021-07-04,94,25,23,23.2
702,익산,2021-07-05,93,24,22.2,22.9
702,익산,2021-07-06,97,27,23,23.4
702,익산,2021-07-07,96,29,25.5,26
702,익산,2021-07-08,93,29,25,26.9
702,익산,2021-07-09,82,26,26.2,28.4
702,익산,2021-07-10,82,25,26.4,29
702,익산,2021-07-11,86,22,26.8,28.4
702,익산,2021-07-12,,21,,
702,익산,2021-07-13,74,18,29.4,31.5
702,익산,2021-07-14,78,16,29,31.5
702,익산,2021-07-15,74,15,28.9,34.2
702,익산,2021-07-16,85,14,26.9,32.9
702,익산,2021-07-17,82,15,26.1,30.8
702,익산,2021-07-18,82,27,25.9,27.1
702,익산,2021-07-19,85,26,26.2,29.5
702,익산,2021-07-20,85,26,27,28.4
702,익산,2021-07-21,72,25,28.7,30.2
702,익산,2021-07-22,69,22,28.9,31.5
702,익산,2021-07-23,73,18,28.4,30.1
702,익산,2021-07-24,72,16,29.1,33.7
702,익산,2021-07-25,66,14,28.9,34.2
702,익산,2021-07-26,66,13,28.7,34.9
702,익산,2021-07-27,71,12,28.8,36.2
702,익산,2021-07-28,78,11,28.7,36.3
702,익산,2021-07-29,77,11,28.8,36.2
702,익산,2021-07-30,76,11,29.2,37.7
702,익산,2021-07-31,77,11,29.1,36.5
702,익산,2021-08-01,91,10,26.5,28.6
702,익산,2021-08-02,95,31,25.5,26.7
702,익산,2021-08-03,87,28,26.9,28
702,익산,2021-08-04,76,26,28.4,30.3
702,익산,2021-08-05,76,24,29.2,32
702,익산,2021-08-06,78,20,28.2,31.1
702,익산,2021-08-07,79,17,27.4,32.1
702,익산,2021-08-08,81,16,27,28.4
702,익산,2021-08-09,74,15,27.1,32.7
702,익산,2021-08-10,78,14,27.5,34.6
702,익산,2021-08-11,74,13,27.8,35.1
702,익산,2021-08-12,81,13,26.1,30.8
702,익산,2021-08-14,79,12,25.6,29
702,익산,2021-08-15,73,12,26.6,32.2
702,익산,2021-08-16,71,12,26.3,29.5
702,익산,2021-08-17,66,11,25.9,29.8
702,익산,2021-08-18,79,11,24.4,27.5
702,익산,2021-08-19,80,11,24.9,32.7
702,익산,2021-08-20,72,11,26,31.4
702,익산,2021-08-21,89,11,24.9,25.3
702,익산,2021-08-22,84,24,25.5,27.3
702,익산,2021-08-23,97,29,23.4,23.7
702,익산,2021-08-24,96,32,25.1,24.4
702,익산,2021-08-25,,28,,
702,익산,2021-08-26,84,27,25.9,27.5
702,익산,2021-08-27,97,31,21.6,21.6
702,익산,2021-08-28,84,28,23,23.7
702,익산,2021-08-29,91,31,22.7,24.3
702,익산,2021-08-30,89,28,23.4,24.3
702,익산,2021-08-31,84,27,25.4,26.5
702,익산,2021-09-01,92,30,23.9,24.9
702,익산,2021-09-02,87,27,23.5,24.9
702,익산,2021-09-03,77,26,23.6,26.2
702,익산,2021-09-04,77,24,23.1,23.9
702,익산,2021-09-05,81,23,21.9,22.3
702,익산,2021-09-06,97,24,20.7,21.7
702,익산,2021-09-07,94,28,21.7,22.4
702,익산,2021-09-08,86,28,22.4,24.5
702,익산,2021-09-09,87,26,22.1,24.1
702,익산,2021-09-10,87,25,23.4,24.9
702,익산,2021-09-11,84,24,24.8,26
702,익산,2021-09-12,85,22,23.1,24.5
702,익산,2021-09-13,77,21,24.2,24.5
702,익산,2021-09-14,66,19,23.9,24.1
702,익산,2021-09-15,56,18,25,23.9
702,익산,2021-09-16,68,16,22.9,23.4
702,익산,2021-09-17,,32,,
702,익산,2021-09-18,77,28,22.4,23
702,익산,2021-09-19,75,27,22.5,22.3
702,익산,2021-09-20,72,25,23.5,23.5
702,익산,2021-09-21,87,33,22.4,22.9
702,익산,2021-09-22,81,30,23.2,23.6
702,익산,2021-09-23,80,28,20.5,21.4
702,익산,2021-09-24,72,27,21,20.9
702,익산,2021-09-25,80,26,21,20.8
702,익산,2021-09-26,73,25,21.7,22.5
702,익산,2021-09-27,69,23,22.6,22.9
702,익산,2021-09-28,82,22,22.1,22.8
702,익산,2021-09-29,97,23,21.6,22
702,익산,2021-09-30,81,30,21.6,22
702,익산,2021-10-01,86,28,20.5,22.1
702,익산,2021-10-02,84,27,21.3,22.6
702,익산,2021-10-03,68,26,23.1,22.4
702,익산,2021-10-04,80,25,23.7,22.5
702,익산,2021-10-05,83,24,22.8,23.1
702,익산,2021-10-06,81,22,22.1,22.4
702,익산,2021-10-07,91,22,20.3,21
702,익산,2021-10-08,94,22,20.5,20.7
702,익산,2021-10-09,84,22,23.1,23.8
702,익산,2021-10-10,82,21,23.4,23.4
702,익산,2021-10-11,93,30,15.1,17.7
702,익산,2021-10-12,97,30,16.3,17.7
702,익산,2021-10-13,86,29,19.2,20.1
702,익산,2021-10-14,85,28,19.6,20.1
702,익산,2021-10-15,91,27,18.2,19.3
702,익산,2021-10-16,70,30,13,15.6
702,익산,2021-10-17,53,28,6.3,9.2
702,익산,2021-10-18,70,27,9.2,10.7
702,익산,2021-10-19,83,31,11.2,13.3
702,익산,2021-10-20,76,28,8.9,11
702,익산,2021-10-21,83,27,9,10.8
702,익산,2021-10-22,73,27,9.3,9.7
702,익산,2021-10-23,73,26,10,10.4
702,익산,2021-10-24,74,25,10.9,10.8
702,익산,2021-10-25,72,24,11.3,10.8
702,익산,2021-10-26,81,23,11.4,11
702,익산,2021-10-27,80,23,12.4,12.8
702,익산,2021-10-28,74,22,10.3,9.8
702,익산,2021-10-29,71,21,12.8,11.3
702,익산,2021-10-30,82,21,11.8,12
970,철원장흥,2021-03-01,93,22,.7,1.1
970,철원장흥,2021-03-02,79,19,-1.8,.1
970,철원장흥,2021-03-03,80,18,-1.6,-.2
970,철원장흥,2021-03-04,83,18,1.9,-.2
970,철원장흥,2021-03-05,81,18,4.6,6.2
970,철원장흥,2021-03-06,74,19,1.4,2.1
970,철원장흥,2021-03-07,69,18,2.7,5.6
970,철원장흥,2021-03-08,71,17,2.8,5.2
970,철원장흥,2021-03-09,69,17,2.9,4.2
970,철원장흥,2021-03-10,69,17,4.7,6.8
970,철원장흥,2021-03-11,67,17,6.2,7.9
970,철원장흥,2021-03-12,76,17,6.2,7.2
970,철원장흥,2021-03-13,72,16,6,7.8
970,철원장흥,2021-03-14,82,16,5.1,8.1
970,철원장흥,2021-03-15,77,16,6.8,8.1
970,철원장흥,2021-03-16,53,15,6.2,8.9
970,철원장흥,2021-03-17,59,15,5.7,9.3
970,철원장흥,2021-03-18,62,15,7.6,9.4
970,철원장흥,2021-03-19,61,15,10.7,14.9
970,철원장흥,2021-03-20,82,15,7.2,9
970,철원장흥,2021-03-21,67,15,4,7.4
970,철원장흥,2021-03-22,46,15,4.6,5.3
970,철원장흥,2021-03-23,59,15,6.4,7.2
970,철원장흥,2021-03-24,63,15,7.8,10.4
970,철원장흥,2021-03-25,68,15,9,12.8
970,철원장흥,2021-03-26,65,14,9,13.3
970,철원장흥,2021-03-27,81,14,8.2,8.5
970,철원장흥,2021-03-28,91,21,8.5,8.4
970,철원장흥,2021-03-29,,18,,
970,철원장흥,2021-03-30,62,17,7.4,9.6
970,철원장흥,2021-03-31,55,17,10.7,13
970,철원장흥,2021-04-01,43,16,13.6,15.1
970,철원장흥,2021-04-02,50,15,14.4,18.9
970,철원장흥,2021-04-03,81,15,10.8,11.1
970,철원장흥,2021-04-04,61,18,8.9,12.4
970,철원장흥,2021-04-05,56,18,9.4,12.6
970,철원장흥,2021-04-06,58,17,11.3,13.8
970,철원장흥,2021-04-07,54,16,10.9,11.6
970,철원장흥,2021-04-08,47,16,9.9,13
970,철원장흥,2021-04-09,42,15,10.4,14.4
970,철원장흥,2021-04-10,57,15,10,13.5
970,철원장흥,2021-04-11,54,15,11.7,14.8
970,철원장흥,2021-04-12,78,14,11.4,12.7
970,철원장흥,2021-04-13,72,19,9,10.9
970,철원장흥,2021-04-14,63,18,6.8,9.4
970,철원장흥,2021-04-15,66,17,9,13
970,철원장흥,2021-04-16,61,17,9.9,11.4
970,철원장흥,2021-04-17,74,16,5.5,7.8
970,철원장흥,2021-04-18,60,16,8.8,11.3
970,철원장흥,2021-04-19,61,16,11.5,14.6
970,철원장흥,2021-04-20,65,15,13.5,17.7
970,철원장흥,2021-04-21,54,15,16.8,19.9
970,철원장흥,2021-04-22,53,15,18.3,19.5
970,철원장흥,2021-04-23,60,14,15,15.4
970,철원장흥,2021-04-24,54,14,15,15.7
970,철원장흥,2021-04-25,61,14,13.8,18.9
970,철원장흥,2021-04-26,59,14,13.8,18.5
970,철원장흥,2021-04-27,69,14,13,14.5
970,철원장흥,2021-04-28,62,14,13.2,14.1
970,철원장흥,2021-04-29,66,14,10.7,15
970,철원장흥,2021-04-30,80,18,10.2,12.2
970,철원장흥,2021-05-01,85,20,8.4,10.6
970,철원장흥,2021-05-02,66,19,11.5,15.9
970,철원장흥,2021-05-03,59,18,12.5,17.1
970,철원장흥,2021-05-04,88,17,11,11.3
970,철원장흥,2021-05-05,56,19,13.4,15
970,철원장흥,2021-05-06,55,18,13.2,15.4
970,철원장흥,2021-05-07,57,19,13.3,13
970,철원장흥,2021-05-08,63,18,12.9,14.9
970,철원장흥,2021-05-09,45,17,14.4,16.3
970,철원장흥,2021-05-10,72,17,11.6,15.3
970,철원장흥,2021-05-11,55,16,16.8,21.9
970,철원장흥,2021-05-12,53,16,18.3,24.2
970,철원장흥,2021-05-13,69,15,19.6,25.2
970,철원장흥,2021-05-14,72,15,21.9,28
970,철원장흥,2021-05-15,81,14,20.6,22.4
970,철원장흥,2021-05-16,90,25,15.3,16.2
970,철원장흥,2021-05-17,82,20,13.4,14.1
970,철원장흥,2021-05-18,75,19,16.4,21.1
970,철원장흥,2021-05-19,65,18,18.1,23.2
970,철원장흥,2021-05-20,71,17,16.5,16.2
970,철원장흥,2021-05-21,75,20,15.4,15.3
970,철원장흥,2021-05-22,77,19,17.6,20.9
970,철원장흥,2021-05-23,67,18,18.3,21.5
970,철원장흥,2021-05-24,58,17,18,23.2
970,철원장흥,2021-05-25,77,20,13.2,15.2
970,철원장흥,2021-05-26,64,19,15.6,19.1
970,철원장흥,2021-05-27,83,19,15,17.3
970,철원장흥,2021-05-28,85,22,13.9,14.6
970,철원장흥,2021-05-29,77,20,14.3,16.5
970,철원장흥,2021-05-30,71,20,16.4,22
970,철원장흥,2021-05-31,79,21,17.8,20.3
970,철원장흥,2021-06-01,85,22,16.8,17.5
970,철원장흥,2021-06-02,73,20,20.3,23.5
970,철원장흥,2021-06-03,83,19,17.4,18.6
970,철원장흥,2021-06-04,62,21,17.5,20.6
970,철원장흥,2021-06-05,62,19,19.1,21.8
970,철원장흥,2021-06-06,72,18,20.4,26.3
970,철원장흥,2021-06-07,81,16,19.9,23.3
970,철원장흥,2021-06-08,78,16,20,21.6
970,철원장흥,2021-06-09,71,15,22.6,28.3
970,철원장흥,2021-06-10,78,15,22.7,26.2
970,철원장흥,2021-06-11,82,18,20.3,20.6
970,철원장흥,2021-06-12,76,18,22.7,25.8
970,철원장흥,2021-06-13,68,17,23.9,30.9
970,철원장흥,2021-06-14,67,16,23,29.6
970,철원장흥,2021-06-15,77,16,20.9,21.6
970,철원장흥,2021-06-16,66,16,21.6,26.1
970,철원장흥,2021-06-17,80,15,19,21.3
970,철원장흥,2021-06-18,87,19,20.1,23
970,철원장흥,2021-06-19,77,19,20.3,27
970,철원장흥,2021-06-20,77,17,20.5,26.3
970,철원장흥,2021-06-21,72,16,21.2,28.8
970,철원장흥,2021-06-22,79,15,19.4,27.4
970,철원장흥,2021-06-23,73,14,20.3,26.9
970,철원장흥,2021-06-24,77,14,21.4,27.9
970,철원장흥,2021-06-25,74,14,22.3,29.5
970,철원장흥,2021-06-26,89,14,19.9,22.3
970,철원장흥,2021-06-27,73,14,22.5,28.3
970,철원장흥,2021-06-28,73,14,22.8,27.3
970,철원장흥,2021-06-29,81,13,21.9,25.7
970,철원장흥,2021-06-30,87,13,21.4,25.3
970,철원장흥,2021-07-01,79,13,23.5,27.7
970,철원장흥,2021-07-02,72,13,23.7,28.2
970,철원장흥,2021-07-03,81,13,20.6,22.7
970,철원장흥,2021-07-04,92,19,20.3,22
970,철원장흥,2021-07-05,85,19,21.1,23.2
970,철원장흥,2021-07-06,83,19,23.2,26.4
970,철원장흥,2021-07-07,86,17,24.5,29.5
970,철원장흥,2021-07-08,85,17,23.9,31.8
970,철원장흥,2021-07-09,85,20,23.6,27.7
970,철원장흥,2021-07-10,85,22,23.4,26.7
970,철원장흥,2021-07-11,92,20,23.5,24.7
970,철원장흥,2021-07-12,84,20,25.7,28.8
970,철원장흥,2021-07-13,85,19,26.2,31.7
970,철원장흥,2021-07-14,83,17,27.2,33.4
970,철원장흥,2021-07-15,83,16,26.4,35.1
970,철원장흥,2021-07-16,80,14,25.5,33.6
970,철원장흥,2021-07-17,80,14,25.2,28.4
970,철원장흥,2021-07-18,78,14,26.4,32.7
970,철원장흥,2021-07-19,82,13,25.9,35.1
970,철원장흥,2021-07-20,80,13,26.2,34
970,철원장흥,2021-07-21,79,13,27.5,36.2
970,철원장흥,2021-07-22,75,12,27.2,37.4
970,철원장흥,2021-07-23,78,11,27.6,37.8
970,철원장흥,2021-07-24,77,10,28.1,38.3
970,철원장흥,2021-07-25,75,9,28.1,38.8
970,철원장흥,2021-07-27,76,7,28.1,
970,철원장흥,2021-07-28,77,6,27.1,
970,철원장흥,2021-07-29,85,5,26.4,
970,철원장흥,2021-07-30,78,5,27.6,
970,철원장흥,2021-07-31,82,5,27.4,
970,철원장흥,2021-08-01,90,5,25.4,
970,철원장흥,2021-08-02,92,9,24.6,
970,철원장흥,2021-08-03,90,8,25.1,
970,철원장흥,2021-08-04,87,8,26.1,
970,철원장흥,2021-08-05,84,7,25.9,
970,철원장흥,2021-08-06,89,7,24.5,
970,철원장흥,2021-08-07,87,7,24.4,
970,철원장흥,2021-08-08,82,7,24.9,
970,철원장흥,2021-08-09,75,6,24.9,
970,철원장흥,2021-08-10,87,6,22.7,
970,철원장흥,2021-08-11,87,6,23,
970,철원장흥,2021-08-12,82,6,24.1,
970,철원장흥,2021-08-14,77,6,22.2,
970,철원장흥,2021-08-15,73,6,23.2,
970,철원장흥,2021-08-16,74,5,23.3,
970,철원장흥,2021-08-17,71,5,22.9,
970,철원장흥,2021-08-18,74,5,22,
970,철원장흥,2021-08-19,69,5,22.4,
970,철원장흥,2021-08-20,83,5,22.2,
970,철원장흥,2021-08-21,95,5,21.3,
970,철원장흥,2021-08-22,82,9,23.4,
970,철원장흥,2021-08-23,96,8,20,
970,철원장흥,2021-08-24,95,9,21.2,
970,철원장흥,2021-08-25,97,11,21.8,
970,철원장흥,2021-08-26,88,9,23.5,
970,철원장흥,2021-08-27,92,8,20.5,
970,철원장흥,2021-08-28,87,8,21.4,
970,철원장흥,2021-08-29,90,8,20.9,
970,철원장흥,2021-08-30,87,8,21.2,
970,철원장흥,2021-08-31,94,8,19.1,
970,철원장흥,2021-09-01,81,10,20.2,
970,철원장흥,2021-09-02,77,8,21.2,
970,철원장흥,2021-09-03,71,8,20.9,
970,철원장흥,2021-09-04,68,8,20,
970,철원장흥,2021-09-05,73,7,19.7,
970,철원장흥,2021-09-06,70,7,20.2,
970,철원장흥,2021-09-07,97,20,17.5,
970,철원장흥,2021-09-08,83,9,20.6,
970,철원장흥,2021-09-09,87,8,19.9,
970,철원장흥,2021-09-10,85,8,20.1,
970,철원장흥,2021-09-11,86,8,19.8,
970,철원장흥,2021-09-12,81,7,20.1,
970,철원장흥,2021-09-13,80,7,21,
970,철원장흥,2021-09-14,70,7,21.9,
970,철원장흥,2021-09-15,67,7,20.4,
970,철원장흥,2021-09-16,74,6,19.7,
970,철원장흥,2021-09-17,74,6,20.1,
970,철원장흥,2021-09-18,78,6,20.2,
970,철원장흥,2021-09-19,79,6,19.7,
970,철원장흥,2021-09-20,67,6,21.5,
970,철원장흥,2021-09-21,86,9,20.4,
970,철원장흥,2021-09-22,78,9,18.9,
970,철원장흥,2021-09-23,78,8,18.2,
970,철원장흥,2021-09-24,77,8,19.2,
970,철원장흥,2021-09-25,83,8,18.3,
970,철원장흥,2021-09-26,75,7,19.6,
970,철원장흥,2021-09-27,76,7,18.4,
970,철원장흥,2021-09-28,79,7,19,
970,철원장흥,2021-09-29,97,9,17.9,
970,철원장흥,2021-09-30,91,8,17.1,
970,철원장흥,2021-10-01,82,8,18.8,
970,철원장흥,2021-10-02,85,8,18,
970,철원장흥,2021-10-03,83,7,18.8,
970,철원장흥,2021-10-04,90,7,20.3,
970,철원장흥,2021-10-05,94,11,18.4,
970,철원장흥,2021-10-06,88,10,16.1,
970,철원장흥,2021-10-07,94,9,16.8,
970,철원장흥,2021-10-08,88,9,17.6,
970,철원장흥,2021-10-09,85,9,19.3,
970,철원장흥,2021-10-10,87,8,18.3,
970,철원장흥,2021-10-11,80,9,14.1,
970,철원장흥,2021-10-12,72,9,15.8,
970,철원장흥,2021-10-13,74,8,16.4,
970,철원장흥,2021-10-14,77,8,17.6,
970,철원장흥,2021-10-15,79,8,17.5,
970,철원장흥,2021-10-16,59,8,8.8,
970,철원장흥,2021-10-17,54,7,3.3,
970,철원장흥,2021-10-18,83,7,4.3,
970,철원장흥,2021-10-19,80,7,8.9,
970,철원장흥,2021-10-20,82,7,5.6,
970,철원장흥,2021-10-21,80,7,6.2,
970,철원장흥,2021-10-22,77,7,7.4,
970,철원장흥,2021-10-23,72,8,7.1,
970,철원장흥,2021-10-24,73,7,6.9,
970,철원장흥,2021-10-25,78,7,7.2,
970,철원장흥,2021-10-26,78,7,9.6,
970,철원장흥,2021-10-27,75,7,9.2,
970,철원장흥,2021-10-28,71,7,8.3,
970,철원장흥,2021-10-29,70,7,9.8,
970,철원장흥,2021-10-30,79,7,9.5,
972,안동옥동,2021-03-01,97,17,6.4,5.7
972,안동옥동,2021-03-02,86,23,2.1,3.6
972,안동옥동,2021-03-03,79,21,2.5,3.6
972,안동옥동,2021-03-04,81,20,4.7,5.1
972,안동옥동,2021-03-05,86,20,6.8,6.8
972,안동옥동,2021-03-06,75,20,4.5,4.7
972,안동옥동,2021-03-07,69,19,5.2,6.4
972,안동옥동,2021-03-08,74,19,5.7,5.7
972,안동옥동,2021-03-09,64,19,7.8,7.1
972,안동옥동,2021-03-10,64,19,6.6,6.2
972,안동옥동,2021-03-11,65,18,8,7.4
972,안동옥동,2021-03-12,91,23,7.3,7.1
972,안동옥동,2021-03-13,76,22,8.7,9.1
972,안동옥동,2021-03-14,77,21,7.8,8.7
972,안동옥동,2021-03-15,68,20,10.4,8.8
972,안동옥동,2021-03-16,50,20,13.3,11.8
972,안동옥동,2021-03-17,65,19,8.6,9.4
972,안동옥동,2021-03-18,74,19,8.7,10.1
972,안동옥동,2021-03-19,68,19,9.9,10.7
972,안동옥동,2021-03-20,93,19,8,8
972,안동옥동,2021-03-21,61,21,7.6,7.9
972,안동옥동,2021-03-22,44,20,7,8
972,안동옥동,2021-03-23,48,19,10,10.2
972,안동옥동,2021-03-24,54,19,9.1,10.8
972,안동옥동,2021-03-25,56,18,11.4,13.1
972,안동옥동,2021-03-26,56,18,12.3,12.8
972,안동옥동,2021-03-27,85,18,10.5,10.2
972,안동옥동,2021-03-28,85,23,11.3,10.6
972,안동옥동,2021-03-29,52,21,13.6,13.9
972,안동옥동,2021-03-30,42,20,12.4,14.3
972,안동옥동,2021-03-31,58,19,11.7,14.3
972,안동옥동,2021-04-01,61,19,11.5,12.6
972,안동옥동,2021-04-02,60,18,14.1,17.3
972,안동옥동,2021-04-03,84,18,13.8,13.6
972,안동옥동,2021-04-04,79,26,9.4,11.1
972,안동옥동,2021-04-05,72,22,7.7,10.8
972,안동옥동,2021-04-06,53,21,12.2,13.9
